Scene,NPC / Context,Field,CIV,BW,CS,Row ID
KK Hospital,,Scene Description,,"In the hospital, Ahmad sees what the riot left behind: bruised bodies, crowded wards, and workers trying to understand how a labour dispute ended here.",,story::KK_HOSPITAL_ROUTE::sceneSubtitle
KK Hospital,Injured Colleague,NPC Name,Injured Colleague,Injured Colleague,Injured Colleague,variants::KK_HOSPITAL_NPCS::[2]::chatBubbleSpeaker
KK Hospital,Injured Colleague,NPC Line 1,You came. I was hoping one of the depot men would make it here before visiting hours ended.,You came. I was hoping one of the depot men would make it here before visiting hours ended.,You came. I was hoping one of the depot men would make it here before visiting hours ended.,variants::KK_HOSPITAL_NPCS::[2]::chatBubbleTexts[0]
KK Hospital,Injured Colleague,NPC Line 2,"The doctor says I'll recover, but every bruise keeps telling me the riot is not finished with me yet.","The doctor says I'll recover, but every bruise keeps telling me the riot is not finished with me yet.","The doctor says I'll recover, but every bruise keeps telling me the riot is not finished with me yet.",variants::KK_HOSPITAL_NPCS::[2]::chatBubbleTexts[1]
KK Hospital,Injured Colleague,NPC Line 3,"Tell the others I am still here. Four are dead, many more are hurt, and that is the part no speech can tidy up.","Tell the others I am still here. Four are dead, many more are hurt, and that is the part no speech can tidy up.","Tell the others I am still here. Four are dead, many more are hurt, and that is the part no speech can tidy up.",variants::KK_HOSPITAL_NPCS::[2]::chatBubbleTexts[2]
KK Hospital,Kkhospital Colleague Checkin,Chat Option 1 — Player Option Text,Ask how he is managing.,Ask how he is managing.,Ask how he is managing.,variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[0]::label
KK Hospital,Kkhospital Colleague Checkin,Chat Option 1 — Player Says,I needed to see you with my own eyes. How are you managing after the riot?,I needed to see you with my own eyes. How are you managing after the riot?,I needed to see you with my own eyes. How are you managing after the riot?,variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[0]::playerText
KK Hospital,Kkhospital Colleague Checkin,Chat Option 1 — NPC Reply,"One hour at a time. The pain is real, but worse is lying here while people outside argue about us as though we are only headlines and trouble.","One hour at a time. The pain is real, but worse is lying here while people outside argue about us as though we are only headlines and trouble.","One hour at a time. The pain is real, but worse is lying here while people outside argue about us as though we are only headlines and trouble.",variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[0]::npcReply
KK Hospital,Kkhospital Colleague Memory,Chat Option 2 — Player Option Text,Say you keep replaying the riot.,Say you keep replaying the riot.,Say you keep replaying the riot.,variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[1]::label
KK Hospital,Kkhospital Colleague Memory,Chat Option 2 — Player Says,"I keep replaying that day, wondering whether any of us could have stopped it before it swallowed everyone.","I keep replaying that day, wondering whether any of us could have stopped it before it swallowed everyone.","I keep replaying that day, wondering whether any of us could have stopped it before it swallowed everyone.",variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[1]::playerText
KK Hospital,Kkhospital Colleague Memory,Chat Option 2 — NPC Reply,"Maybe once, early on. But after the hoses came and people answered with whatever they could throw, fear and anger moved faster than sense. We were workers in a dispute, then suddenly we were bodies in a riot.","Maybe once, early on. But after the hoses came and people answered with whatever they could throw, fear and anger moved faster than sense. We were workers in a dispute, then suddenly we were bodies in a riot.","Maybe once, early on. But after the hoses came and people answered with whatever they could throw, fear and anger moved faster than sense. We were workers in a dispute, then suddenly we were bodies in a riot.",variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[1]::npcReply
KK Hospital,Kkhospital Colleague Solidarity,Chat Option 3 — Player Option Text,Promise the workers still stand with him.,Promise the workers still stand with him.,Promise the workers still stand with him.,variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[2]::label
KK Hospital,Kkhospital Colleague Solidarity,Chat Option 3 — Player Says,"You are not facing this alone. The rest of us still stand with you, and I came to make sure you knew that.","You are not facing this alone. The rest of us still stand with you, and I came to make sure you knew that.","You are not facing this alone. The rest of us still stand with you, and I came to make sure you knew that.",variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[2]::playerText
KK Hospital,Kkhospital Colleague Solidarity,Chat Option 3 — NPC Reply,"That matters more than medicine some days. If we lose each other now, then the company, the police, and every critic who wanted us broken will have exactly what they wanted.","That matters more than medicine some days. If we lose each other now, then the company, the police, and every critic who wanted us broken will have exactly what they wanted.","That matters more than medicine some days. If we lose each other now, then the company, the police, and every critic who wanted us broken will have exactly what they wanted.",variants::KK_HOSPITAL_NPCS::[2]::dialogueChoices::[2]::npcReply
,,,,,,
Kallang Airport,,Scene Title,Post-Riot: Airport Departure,,,story::KALLANG_AIRPORT_ROUTE::sceneTitle
Kallang Airport,,Scene Description,"At the airport in April 1956, Rajiv sees Marshall leave for the First Merdeka Talks under the shadow of Hock Lee. British doubts about law and order now travel with the delegation.",,,story::KALLANG_AIRPORT_ROUTE::sceneSubtitle
Kallang Airport,David Marshall,NPC Name,David Marshall,David Marshall,David Marshall,variants::KALLANG_AIRPORT_NPCS::[0]::chatBubbleSpeaker
Kallang Airport,David Marshall,NPC Line 1,"I leave for London today to argue that Singapore is ready for Merdeka, ready to govern itself with dignity.","I leave for London today to argue that Singapore is ready for Merdeka, ready to govern itself with dignity.","I leave for London today to argue that Singapore is ready for Merdeka, ready to govern itself with dignity.",variants::KALLANG_AIRPORT_NPCS::[0]::chatBubbleTexts[0]
Kallang Airport,David Marshall,NPC Line 2,But every British question will begin with Hock Lee. They will say the riots prove we are not fit to rule ourselves.,But every British question will begin with Hock Lee. They will say the riots prove we are not fit to rule ourselves.,But every British question will begin with Hock Lee. They will say the riots prove we are not fit to rule ourselves.,variants::KALLANG_AIRPORT_NPCS::[0]::chatBubbleTexts[1]
Kallang Airport,David Marshall,NPC Line 3,"That is why discipline matters now as much as conviction. If we want self-government, we must show that grief and anger will not master us.","That is why discipline matters now as much as conviction. If we want self-government, we must show that grief and anger will not master us.","That is why discipline matters now as much as conviction. If we want self-government, we must show that grief and anger will not master us.",variants::KALLANG_AIRPORT_NPCS::[0]::chatBubbleTexts[2]
Kallang Airport,David Marshall,NPC Line 4,"Keep the peace while we press our case. What happens in London will matter, but so will what Singapore becomes while I am away.","Keep the peace while we press our case. What happens in London will matter, but so will what Singapore becomes while I am away.","Keep the peace while we press our case. What happens in London will matter, but so will what Singapore becomes while I am away.",variants::KALLANG_AIRPORT_NPCS::[0]::chatBubbleTexts[3]
Kallang Airport,Journalist,NPC Name,Journalist,Journalist,Journalist,variants::KALLANG_AIRPORT_NPCS::[1]::chatBubbleSpeaker
Kallang Airport,Journalist,NPC Line 1,"Every question on this tarmac leads back to Hock Lee. London will hear Marshall's Merdeka case, but it will also hear how shaken Singapore looked after the riots.","Every question on this tarmac leads back to Hock Lee. London will hear Marshall's Merdeka case, but it will also hear how shaken Singapore looked after the riots.","Every question on this tarmac leads back to Hock Lee. London will hear Marshall's Merdeka case, but it will also hear how shaken Singapore looked after the riots.",variants::KALLANG_AIRPORT_NPCS::[1]::chatBubbleTexts[0]
Kallang Airport,Journalist,NPC Line 2,We're not just reporting a departure. We're reporting whether self-government still sounds credible after blood on the streets.,We're not just reporting a departure. We're reporting whether self-government still sounds credible after blood on the streets.,We're not just reporting a departure. We're reporting whether self-government still sounds credible after blood on the streets.,variants::KALLANG_AIRPORT_NPCS::[1]::chatBubbleTexts[1]
Kallang Airport,Airport Aide,NPC Name,Airport Aide,Airport Aide,Airport Aide,variants::KALLANG_AIRPORT_NPCS::[2]::chatBubbleSpeaker
Kallang Airport,Airport Aide,NPC Line 1,Reporters keep asking whether London will trust Marshall after Hock Lee.,Reporters keep asking whether London will trust Marshall after Hock Lee.,Reporters keep asking whether London will trust Marshall after Hock Lee.,variants::KALLANG_AIRPORT_NPCS::[2]::chatBubbleTexts[0]
Kallang Airport,Airport Aide,NPC Line 2,"Everyone here is trying to look confident, but the whole delegation knows the riots have followed them onto the tarmac.","Everyone here is trying to look confident, but the whole delegation knows the riots have followed them onto the tarmac.","Everyone here is trying to look confident, but the whole delegation knows the riots have followed them onto the tarmac.",variants::KALLANG_AIRPORT_NPCS::[2]::chatBubbleTexts[1]
Kallang Airport,Private Secretary,NPC Name,Private Secretary,Private Secretary,Private Secretary,variants::KALLANG_AIRPORT_NPCS::[3]::chatBubbleSpeaker
Kallang Airport,Private Secretary,NPC Line 1,"His brief is clear: full internal self-government, not another half-measure dressed up as reform.","His brief is clear: full internal self-government, not another half-measure dressed up as reform.","His brief is clear: full internal self-government, not another half-measure dressed up as reform.",variants::KALLANG_AIRPORT_NPCS::[3]::chatBubbleTexts[0]
Kallang Airport,Private Secretary,NPC Line 2,The British will study every weakness in Singapore's case. These notes have to sound firm without pretending Hock Lee never happened.,The British will study every weakness in Singapore's case. These notes have to sound firm without pretending Hock Lee never happened.,The British will study every weakness in Singapore's case. These notes have to sound firm without pretending Hock Lee never happened.,variants::KALLANG_AIRPORT_NPCS::[3]::chatBubbleTexts[1]
Kallang Airport,Ground Officer,NPC Name,Ground Officer,Ground Officer,Ground Officer,variants::KALLANG_AIRPORT_NPCS::[4]::chatBubbleSpeaker
Kallang Airport,Ground Officer,NPC Line 1,Some people think he should have stayed to steady the city. Others think this trip cannot wait another week.,Some people think he should have stayed to steady the city. Others think this trip cannot wait another week.,Some people think he should have stayed to steady the city. Others think this trip cannot wait another week.,variants::KALLANG_AIRPORT_NPCS::[4]::chatBubbleTexts[0]
Kallang Airport,Ground Officer,NPC Line 2,That is the pressure of this moment: Singapore is still carrying Hock Lee at home while asking abroad to be trusted with its own future.,That is the pressure of this moment: Singapore is still carrying Hock Lee at home while asking abroad to be trusted with its own future.,That is the pressure of this moment: Singapore is still carrying Hock Lee at home while asking abroad to be trusted with its own future.,variants::KALLANG_AIRPORT_NPCS::[4]::chatBubbleTexts[1]
,,,,,,
School Gates,,Scene Title,,,Post-Riot: School Gates,story::SCHOOL_GATES_ROUTE::sceneTitle
School Gates,,Scene Description,,,"At the school gates, the memory of Hock Lee and later student unrest lives on in tighter discipline, warnings, and suspicion toward student politics.",story::SCHOOL_GATES_ROUTE::sceneSubtitle
School Gates,Headmaster,NPC Name,Headmaster,Headmaster,Headmaster,variants::SCHOOL_GATES_NPCS::[0]::chatBubbleSpeaker
School Gates,Headmaster,NPC Line 1,"School has reopened, but not as if Hock Lee and the unrest that followed never happened. We are reviewing which boys were publicly identified at strike lines, protests, and riots.","School has reopened, but not as if Hock Lee and the unrest that followed never happened. We are reviewing which boys were publicly identified at strike lines, protests, and riots.","School has reopened, but not as if Hock Lee and the unrest that followed never happened. We are reviewing which boys were publicly identified at strike lines, protests, and riots.",variants::SCHOOL_GATES_NPCS::[0]::chatBubbleTexts[0]
School Gates,Headmaster,NPC Line 2,Some will face suspension or expulsion. Others may return only after formal warnings and written undertakings promising to stay out of further agitation.,Some will face suspension or expulsion. Others may return only after formal warnings and written undertakings promising to stay out of further agitation.,Some will face suspension or expulsion. Others may return only after formal warnings and written undertakings promising to stay out of further agitation.,variants::SCHOOL_GATES_NPCS::[0]::chatBubbleTexts[1]
School Gates,Headmaster,NPC Line 3,Student unions will not resume as before. Administrators now mean to restrict political organising much more tightly.,Student unions will not resume as before. Administrators now mean to restrict political organising much more tightly.,Student unions will not resume as before. Administrators now mean to restrict political organising much more tightly.,variants::SCHOOL_GATES_NPCS::[0]::chatBubbleTexts[2]
School Gates,Teacher,NPC Name,Teacher,Teacher,Teacher,variants::SCHOOL_GATES_NPCS::[1]::chatBubbleSpeaker
School Gates,Teacher,NPC Line 1,"The consequences are not equal for every student. Much depends on who was seen, who was named, and who is believed to have been politically active.","The consequences are not equal for every student. Much depends on who was seen, who was named, and who is believed to have been politically active.","The consequences are not equal for every student. Much depends on who was seen, who was named, and who is believed to have been politically active.",variants::SCHOOL_GATES_NPCS::[1]::chatBubbleTexts[0]
School Gates,Teacher,NPC Line 2,"Some families say their children only followed the crowd at Hock Lee. But one speech, one arrest, or one newspaper photograph can be enough to bring discipline back into the classroom.","Some families say their children only followed the crowd at Hock Lee. But one speech, one arrest, or one newspaper photograph can be enough to bring discipline back into the classroom.","Some families say their children only followed the crowd at Hock Lee. But one speech, one arrest, or one newspaper photograph can be enough to bring discipline back into the classroom.",variants::SCHOOL_GATES_NPCS::[1]::chatBubbleTexts[1]
School Gates,Teacher,NPC Line 3,"That is why the mood here is so tense. Students are returning to lessons, but also to records, warnings, and the fear of being marked out.","That is why the mood here is so tense. Students are returning to lessons, but also to records, warnings, and the fear of being marked out.","That is why the mood here is so tense. Students are returning to lessons, but also to records, warnings, and the fear of being marked out.",variants::SCHOOL_GATES_NPCS::[1]::chatBubbleTexts[2]
School Gates,Reporter,NPC Name,Reporter,Reporter,Reporter,variants::SCHOOL_GATES_NPCS::[2]::chatBubbleSpeaker
School Gates,Reporter,NPC Line 1,"Parents want to know what comes next. Are students being suspended, expelled, or merely warned?","Parents want to know what comes next. Are students being suspended, expelled, or merely warned?","Parents want to know what comes next. Are students being suspended, expelled, or merely warned?",variants::SCHOOL_GATES_NPCS::[2]::chatBubbleTexts[0]
School Gates,Reporter,NPC Line 2,The story no longer ends at Hock Lee itself. It continues in how schools decide who may quietly return and who will be made an example of.,The story no longer ends at Hock Lee itself. It continues in how schools decide who may quietly return and who will be made an example of.,The story no longer ends at Hock Lee itself. It continues in how schools decide who may quietly return and who will be made an example of.,variants::SCHOOL_GATES_NPCS::[2]::chatBubbleTexts[1]
,,,,,,
Home (Bus Worker) — Return,,Scene Title,,Post-Riot: Home,,story::HOME_BUS_WORKER_RETURN_ROUTE::sceneTitle
Home (Bus Worker) — Return,,Scene Description,,"Back home, Ahmad is safe, but safety does not settle what the strike meant or what the next dispute might demand.",,story::HOME_BUS_WORKER_RETURN_ROUTE::sceneSubtitle
Home (Bus Worker) — Return,Aminah,NPC Name,,Aminah,,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::chatBubbleSpeaker
Home (Bus Worker) — Return,Aminah,NPC Line 1,,"You're home, and that is more than I dared promise myself after the rumours and the shouting. Sit with me and tell me honestly, after everything that happened, what do you think remains?",,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::chatBubbleTexts[0]
Home (Bus Worker) — Return,Riots Cost Too High,Chat Option 1 — Player Option Text,,Too many people paid too high a price.,,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[0]::label
Home (Bus Worker) — Return,Riots Cost Too High,Chat Option 1 — Player Says,,"That is what stays with me most. What began as a fight over dismissals, wages, and fair treatment turned into something far worse once the hoses came out and the streets filled with panic. It is hard to come home and call any of that a simple victory.",,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[0]::playerText
Home (Bus Worker) — Return,Riots Cost Too High,Chat Option 1 — NPC Reply,,"Then we must not talk about these days as if they were only slogans and speeches. If the city remembers anything, it should remember what ordinary people went through.",,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[0]::npcReply
Home (Bus Worker) — Return,Riots Uncertain Result,Chat Option 2 — Player Option Text,,I still do not know what all this achieved.,,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[1]::label
Home (Bus Worker) — Return,Riots Uncertain Result,Chat Option 2 — Player Says,,"That doubt has followed me home. The dismissed men were taken back, yes, but the problems were real before the riots and they are real now. I cannot say clearly what was won against everything that was broken.",,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[1]::playerText
Home (Bus Worker) — Return,Riots Uncertain Result,Chat Option 2 — NPC Reply,,"That may be the truest answer anyone can give tonight. Most families live in the part after the shouting, where the losses are real and the meaning is still unsettled.",,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[1]::npcReply
Home (Bus Worker) — Return,Riots Home Changed,Chat Option 3 — Player Option Text,,Coming home changes what the struggle means to me.,,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[2]::label
Home (Bus Worker) — Return,Riots Home Changed,Chat Option 3 — Player Says,,"Out there I kept thinking about the cause and whether the men would finally be heard. Standing here again, I still feel the same anger, but I also feel how close all of it came to taking me away from this house entirely.",,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[2]::playerText
Home (Bus Worker) — Return,Riots Home Changed,Chat Option 3 — NPC Reply,,"Then hold on to both truths. What drove the men into action mattered, and so does the fact that every public struggle returns home at the end of the day.",,variants::HOME_BUS_WORKER_RETURN_WIFE_NPC::dialogueChoices::[2]::npcReply
Home (Bus Worker) — Return,Home Bus Worker Driver Badge,NPC Line,,"The driver's badge feels smaller than the unrest around it, but it still carries the weight of work, identity, and survival.",,variants::HOME_BUS_WORKER_RETURN_ARTIFACT_NPCS::[1]::chatBubbleText
,,,,,,
Home (Chinese Student) — Return,,Scene Title,,,Post-Riot: Home,story::HOME_STUDENT_RETURN_ROUTE::sceneTitle
Home (Chinese Student) — Return,,Scene Description,,,"At home again, Kim Chuan returns with the newspaper version of events in one hand and what he actually saw still unsettled in his mind.",story::HOME_STUDENT_RETURN_ROUTE::sceneSubtitle
Home (Chinese Student) — Return,Ong Kim Wah,NPC Name,,,Ong Kim Wah,variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::chatBubbleSpeaker
Home (Chinese Student) — Return,Ong Kim Wah,NPC Line 1,,,"Kim Chuan, you've been carrying that silence home with you. The papers keep arguing over blame and order, but you were there. If you want, tell me what has stayed with you after all of it.",variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::chatBubbleTexts[0]
Home (Chinese Student) — Return,Post Riot Headlines Flatten,Chat Option 1 — Player Option Text,,,The headlines feel too neat.,variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[0]::label
Home (Chinese Student) — Return,Post Riot Headlines Flatten,Chat Option 1 — Player Says,,,"The newspaper makes everything sound settled: crowds, police, disorder, casualties. But what I remember is confusion. People were shouting one moment and trying to drag each other out of danger the next. It does not fit into the tidy version printed after the fact.",variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[0]::playerText
Home (Chinese Student) — Return,Post Riot Headlines Flatten,Chat Option 1 — NPC Reply,,,"That is often how these things live on. The public gets a clean story to argue over, while the people who stood inside it are left with fragments that never become so simple.",variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[0]::npcReply
Home (Chinese Student) — Return,Post Riot Conviction To Fear,Chat Option 2 — Player Option Text,,,I saw conviction turn into fear very quickly.,variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[1]::label
Home (Chinese Student) — Return,Post Riot Conviction To Fear,Chat Option 2 — Player Says,,,"I thought I understood why people were angry. Then the hoses came, stones flew, and suddenly everyone was moving on instinct. What unsettles me most is how fast a cause can turn into panic when the street loses control.",variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[1]::playerText
Home (Chinese Student) — Return,Post Riot Conviction To Fear,Chat Option 2 — NPC Reply,,,Remembering that matters. It does not mean the anger was false. It means you have seen how quickly a struggle with real grievances can become something larger and more dangerous than anyone meant to carry.,variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[1]::npcReply
Home (Chinese Student) — Return,Post Riot School Home Not Separate,Chat Option 3 — Player Option Text,,,School and home do not feel separate anymore.,variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[2]::label
Home (Chinese Student) — Return,Post Riot School Home Not Separate,Chat Option 3 — Player Says,,,"Before this, school felt like one world and labour disputes another. Now every warning from teachers sounds different. What happened at Hock Lee followed us back through the gates and into this room.",variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[2]::playerText
Home (Chinese Student) — Return,Post Riot School Home Not Separate,Chat Option 3 — NPC Reply,,,"It always could. Workers, students, and families were never as separate as officials liked to pretend. These days have only made that truth harder to ignore.",variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[2]::npcReply
Home (Chinese Student) — Return,Post Riot No Simple Victory,Chat Option 4 — Player Option Text,,,I still cannot call it a simple victory.,variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[3]::label
Home (Chinese Student) — Return,Post Riot No Simple Victory,Chat Option 4 — Player Says,,,"The dismissed men were reinstated, and I know why people fought so hard. But after the fear, the injuries, and the funerals, I cannot say the ending feels clean. Too much was proven, and too much was lost at the same time.",variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[3]::playerText
Home (Chinese Student) — Return,Post Riot No Simple Victory,Chat Option 4 — NPC Reply,,,You do not have to force a cleaner answer than the truth allows. Reflection begins there: holding together why people acted and what the cost has made impossible to forget.,variants::HOME_CHINESE_STUDENT_RETURN_SIBLING_NPC::dialogueChoices::[3]::npcReply
